ID,english,label,pred_english,conf_english
988,"You’re a kid, stay a kid, trying to act like a dad got your pants ripped.",1,0,"0.9188218116760254,0.08117812126874924"
989,"Chanpreet Singh, every post of yours screws Modi’s mother and sister, and you lecture others.These are excuses to abuse the government.",1,0,"0.9729042649269104,0.027095815166831017"
990,"Brother Ghosh ji, your accusations of violence on other parties in today’s context sound like a ghost chanting Ram’s name.",1,0,"0.9955845475196838,0.004415535368025303"
991,"This Mehra bastard is blabbering nonsense, hey pimp, no one can pluck a hair from BJP’s ass there.",1,1,"0.1010316014289856,0.8989684581756592"
992,"In 1971, India deceived Pakistan, a trend that continues.",1,0,"0.8010178208351135,0.19898220896720886"
993,"Sir ji, what garbage did you mix with Congress’s great ideology?",1,0,"0.9715555906295776,0.028444482013583183"
994,"Is this Maulana mad or a media TRP agent?Why doesn’t the Maulana hold puja at his home... who stopped him?
The CM’s house will do what they want.
When this Maulana becomes CM, let him hold azaan... he can’t.
Because he enjoys wearing a cap and standing behind leaders.",1,0,"0.8873374462127686,0.11266250908374786"
995,Here comes the nonsense!,1,0,"0.9990842342376709,0.000915787008125335"
996,"He’s a madman... believes whatever people tell him, has no brain of his own.",1,0,"0.9466795325279236,0.053320467472076416"
997,"If it has Indian actors, it’ll earn 1000 crores, I’ll be happy.If it has even one Pakistani, it’ll earn 1 rupee, I’ll be angry, Jai Hind.",1,0,"0.5175997018814087,0.4824003279209137"
998,"Whore, don’t jump too much, or you’ll get gang-banged, you’ll turn from Hindu to Muslim.",1,0,"0.8890965580940247,0.11090342700481415"
999,"This bastard’s tongue should be cut, filthy human.May Allah’s wrath catch you soon, inshallah, inshallah, inshallah.
May God drown you so your generations remember.
If there’s any shame or honor left in you and all Pakistani and Indian Muslims, add him to the hate list, curse him.
Don’t listen to his songs, don’t watch movies with his songs, filthy bastard.",1,1,"0.46346378326416016,0.5365362763404846"
1000,"Anyway, they just need a small news to oppose Modi, their asses are always torn.",1,0,"0.9812167286872864,0.018783358857035637"
1001,"Hey NDTV folks, when are you telling people that the waterlogging in Delhi happened on roads under Delhi government’s control, not MCD?Did NDTV shove this news up their ass, you filthy news channel?",1,0,"0.994346559047699,0.005653471685945988"
1002,Public and government transport should be banned for such people...,1,0,"0.9817345142364502,0.018265467137098312"
1003,"Son, you're your father's boy... you've already asked for permission, now don't back out, got it? This habit of you people's betrayal won't go away...",0,0,"0.998964786529541,0.0010351957753300667"
1004,"The poor don't even have 1000 rupee notes, they only trust 100 or 50 rupee notes to avoid fake Pakistani notes!",0,0,"0.9591525197029114,0.04084751009941101"
1005,"Wow, wow, wow!",0,0,"0.9995617270469666,0.0004383129416964948"
1006,"After the age of 70, politicians should retire from active politics: Janardan Dwivedi...",0,0,"0.9990260601043701,0.0009739566594362259"
1007,"Spoke very well, brother!",0,0,"0.9997219443321228,0.0002780813374556601"
1008,Let the problem be solved,0,0,"0.9997207522392273,0.0002792119630612433"
1009,Ms. Trickster. Part 3 of 3,0,0,"0.9924840331077576,0.0075159319676458836"
1010,"Damn, they're presenting it like they're launching a 5 million rupee bike :D",0,0,"0.9992590546607971,0.0007409203099086881"
1011,"Can you tell which is India's no. 1 channel, and when will DCHL share reach 72?",0,0,"0.9995911717414856,0.00040881443419493735"
1012,"Absolutely right, sir!",0,0,"0.9993956089019775,0.0006043518660590053"
1013,"What's up, madam? He's like your father, that MLA... so what if he scolded a bit?",0,0,"0.9988263249397278,0.001173696480691433"
1014,Just tell the price straight up and end this show 😂,0,0,"0.9978463649749756,0.002153616864234209"
1015,Have you read Ananda Math? 😂😂😂😂,0,0,"0.9991092085838318,0.0008907301817089319"
1016,Potato 😍😍,0,0,"0.9991664886474609,0.0008334756712429225"
1017,Victory,0,0,"0.999674916267395,0.0003250783192925155"
1018,"Do something, don't just show off for the media",0,0,"0.9995065927505493,0.0004934544558636844"
1019,Respect everyone,0,0,"0.9997900128364563,0.00021001161076128483"
1020,Just now: Turkish plane that made an emergency landing in Delhi after a bomb hoax has been cleared to fly,0,0,"0.9996403455734253,0.0003596318420022726"
1021,Booking was full 🤣 just watch this and experience it,0,0,"0.9957330822944641,0.004266980569809675"
1022,"That's wrong, isn't it?",0,0,"0.9985859394073486,0.0014140851562842727"
1023,"Where this video was shot, no one would even buy it",0,0,"0.9990721940994263,0.0009277494391426444"
1024,"Show something from UP, brother... any news",0,0,"0.9961597919464111,0.0038401971105486155"
1025,"Ha ha ha! No, no",0,0,"0.9990071654319763,0.000992887536995113"
1026,"Indian innings begin, 304 runs to chase in 50 overs. Check live score here: #INDvsSA #1stODI",0,0,"0.9990372657775879,0.0009627292747609317"
1027,And how much time left?,0,0,"0.9994138479232788,0.0005861205863766372"
1028,Good decision... both will benefit.,0,0,"0.9974533915519714,0.002546604024246335"
1029,"It’ll definitely happen, Bharat ji",0,0,"0.9919692873954773,0.008030691184103489"
1030,"Well said, brother",0,0,"0.9997283816337585,0.0002715926675591618"
1031,"Lol, I tagged it because the video is good 😂",0,0,"0.9989987015724182,0.0010012519778683782"
1032,Playing a shot here is a challenge in itself.,0,0,"0.9993915557861328,0.0006083977059461176"
1033,Friends... you gave them 60 years... give me 60 years too,0,0,"0.9956949949264526,0.004305035807192326"
1034,Shameful: Female sarpanch performed her mother's last rites... son had 'disowned' his mother...,0,0,"0.9950372576713562,0.004962706472724676"
1035,Salute to that mother who gave birth to such a brave son... Salute to the protector of the nation... Hail India,0,0,"0.9997778534889221,0.00022218553931452334"
1036,"Seeing such a crowd, I got scared",0,0,"0.9991360306739807,0.0008640267769806087"
1037,The government should trial it for a few months first... not implement it suddenly... the public isn't ready for this yet.,0,0,"0.9985044002532959,0.0014955861261114478"
1038,"No problem, sir, every jet is performing well",0,0,"0.9995474219322205,0.0004525580152403563"
1039,Right... 👍👍👍👍,0,0,"0.9982323050498962,0.0017677316209301353"
1040,US presidential candidate Donald Trump’s wife Melania finally broke her silence about his 2005 video that recently surfaced. #DonaldTrump,0,0,"0.9834260940551758,0.016573844477534294"
1041,What did he say wrong?,0,0,"0.9972676038742065,0.002732411492615938"
1042,"Brother, don’t worry, life has its ups and downs.",0,0,"0.9997209906578064,0.0002789637364912778"
1043,"There are fans, so they’ll go; it’s the police’s fault for using batons",0,0,"0.9964364767074585,0.0035635451786220074"
1044,"Maybe after buying it, all customers will cry like this :D",0,0,"0.9933837056159973,0.006616304628551006"
1045,All three should get a chance to play,0,0,"0.9995850920677185,0.00041488918941468"
1046,Don’t spread rumors,0,0,"0.9996633529663086,0.0003366621967870742"
1047,"Brother, awesome",0,0,"0.9996652603149414,0.0003348035679664463"
1048,Hail India.,0,0,"0.9714895486831665,0.028510447591543198"
1049,Absolutely true words,0,0,"0.999538779258728,0.0004612762131728232"
1050,Perfect pair,0,0,"0.9997116923332214,0.00028822943568229675"
1051,"Also tell this... spent 96 crore of public money on ads... hired Perfect Relations company with public money for image makeover... gave posts and contracts to relatives... spent public money on campaigning in other states... would’ve paid 4 crore for his foul mouth with public money if it hadn’t come out in public... got cough treatment, ate samosas... ordered a 16,000 rupee plate from Taj Hotel and gobbled it up...!!! Protected his corrupt AAP members... even Kumar Vishwas pointed that out... What kind of honest is this??? Only a fool who likes free stuff would vote for him...!!!!",0,0,"0.8914421796798706,0.10855787247419357"
1052,"Right, this struggle will take you to rock bottom.",0,0,"0.9982055425643921,0.0017945085419341922"
1053,Maybe they were talking about 2012,0,0,"0.9772623777389526,0.022737668827176094"
1054,Diplomacy is a complete failure of this government,0,0,"0.9997963309288025,0.00020373601000756025"
1055,US President Barack Obama called former PM Manmohan Singh after his resignation and said he’s among the leaders he greatly admires and will miss working with him.,0,0,"0.9998047947883606,0.00019524159142747521"
1056,Absolutely true words,0,0,"0.999538779258728,0.0004612762131728232"
1057,Tarak speaks rightly,0,0,"0.9996739625930786,0.0003259997465647757"
1058,"Good thought, Ghalib, to soothe the heart.",0,0,"0.9980962872505188,0.001903681317344308"
1059,Farmers changed India’s fate: Prime Minister Narendra Modi,0,0,"0.9807267785072327,0.01927325688302517"
1060,Reaching Panama has become easy,0,0,"0.9991378784179688,0.0008620953885838389"
1061,"They used to say the government does nothing, it’s corrupt; now when the government is doing something, people are getting irritated. Come on, brother, to change the country, everyone has to participate. A nation is always built together. Freedom was won when the whole country fought unitedly; even today, the whole country needs to fight together.",0,0,"0.9996583461761475,0.00034160440554842353"
1062,Right,0,0,"0.9996718168258667,0.00032818291219882667"
1063,BJP Modi Zindabad,0,0,"0.9993392825126648,0.0006606844835914671"
1064,"Tell me, with such propaganda, who will Congress or AAP fight?",0,0,"0.9997485280036926,0.0002514575608074665"
1065,Internationally acclaimed actress Priyanka Chopra says she doesn’t want to limit herself and wants to be a successful person.,0,0,"0.9997101426124573,0.0002898343373090029"
1066,"Hey, it’s in IE... what more do you want?",0,0,"0.99953293800354,0.0004671236383728683"
1067,"The question is, after hitting a Wagon R, the Scorpio fled",0,0,"0.9996247291564941,0.0003752775664906949"
1068,"US, call me over...",0,0,"0.9455874562263489,0.054412513971328735"
1069,Helpline for harassed men in Ahmedabad... read the news...,0,0,"0.995280921459198,0.00471904082223773"
1070,"Stage a protest, what else",0,0,"0.9995459914207458,0.0004540297668427229"
1071,"Modi ji, it’s very hard to withdraw money... do something... come among the public once, you’ll never need to campaign",0,0,"0.9958139061927795,0.004186094738543034"
1072,"Right... Junaid was at 5 earlier, now moved to 4...",0,0,"0.9992411136627197,0.0007588826701976359"
1073,Who made the police useless?,0,0,"0.9985792636871338,0.0014207500498741865"
1074,"Wow, my country’s gem, what a great write-up...",0,0,"0.999259889125824,0.0007400717004202306"
1075,And you keep demonetizing,0,0,"0.9549189805984497,0.04508103057742119"
1076,"Haven’t seen it, brother... will check",0,0,"0.9983901977539062,0.0016098784981295466"
1077,"How are you, brothers!! Seen anything?? Indian media 😡😡😡😡",0,0,"0.9904300570487976,0.00956988800317049"
1078,"Don’t do it, work in the office or take admission there, simple",0,0,"0.9885556101799011,0.011444387957453728"
1079,You’re going strong too,0,0,"0.9994791150093079,0.0005208902293816209"
1080,"In this much time, even a new bike could’ve been manufactured!!!",0,0,"0.9997310042381287,0.00026899963268078864"
1081,I want Narendra Modi ji to become India’s Prime Minister; the country will change,0,0,"0.9995519518852234,0.00044796933070756495"
1082,"Stop these useless reactions, it’s all nonsense, nothing else",0,0,"0.9996341466903687,0.0003658246423583478"
1083,"everything will be normal in two days... this is all just for election time, one head for ten heads 😁",0,0,"0.9927387833595276,0.007261265534907579"
1084,From Mani Shankar Aiyar’s pen: Vajpayee’s humble humor was missing from the Red Fort speech,0,0,"0.999739944934845,0.0002600743609946221"
1085,"Man, even Swami and Priyanka don’t irritate this much",0,0,"0.9997748732566833,0.0002251233672723174"
1086,Absolutely right,0,0,"0.9995540976524353,0.00044583884300664067"
1087,"Show Modi’s before and after too, brother",0,0,"0.982039749622345,0.017960263416171074"
1088,"No, brother, Islam doesn’t teach hatred. We are all brothers and will remain so. My Hindu friends don’t believe in Islam, but they still respect my religion because we are Indian, right, brother... 😊",0,0,"0.999742329120636,0.0002576543774921447"
1089,Well caught.,0,0,"0.997198224067688,0.0028017526492476463"
1090,"Hurry up, pic",0,0,"0.9990930557250977,0.0009069216321222484"
1091,"Come on, someone speak in Hindi... what’s this uni puli nonsense",0,0,"0.9925162196159363,0.007483810652047396"
1092,"By giving information about dangers, you’ve done public service. Now it’ll be easier to play with dangers. No risk, no gain! Fighting skills are necessary. Necessity breeds invention. Education will become mandatory too. Your sense of responsibility towards your audience is exemplary.",0,0,"0.999484658241272,0.0005153324455022812"
1093,Mother India’s Victory,0,0,"0.9986903071403503,0.0013096467591822147"
1094,If only every Indian citizen could keep becoming like this,0,1,"0.008080445230007172,0.9919195175170898"
1095,"Ha ha, wait, brother, the situation is bad, wait 5-7 years",0,0,"0.9988369345664978,0.0011631377274170518"
1096,Awesome,0,0,"0.9997159838676453,0.0002839935477823019"
1097,What do these people want to do,0,0,"0.9989032745361328,0.0010967353591695428"
1098,"The country is changing, moving forward 🎉👍🙏",0,0,"0.9995193481445312,0.0004807177174370736"
1099,"If the bike doesn’t work, at least let the song play...",0,0,"0.9995279312133789,0.0004721266159322113"
1100,"I searched on Google and found many articles about Malda riots, and some news outlets were taking statements from people whose houses were burned in Malda, what more proof do you need #amarnayak.",0,0,"0.9129544496536255,0.0870455875992775"
1101,"The resolve of intent and the chant of development, this is BJP",0,0,"0.8603693246841431,0.13963067531585693"
1102,Who’ll let me go there...,0,0,"0.9085841774940491,0.09141580015420914"
1103,But devotees are saying Modi ji got it. Fadnavis even wished Modi ji on Twitter,0,0,"0.9991336464881897,0.000866335816681385"
1104,"If only an evening of the border comes into my life, if only my life serves my nation. I don’t fear death nor desire paradise, but whenever martyrs are mentioned, I wish my name comes up too, I wish my name comes up too",0,0,"0.9995217323303223,0.0004783267213497311"
1105,Nobody wants it.,0,0,"0.9641353487968445,0.035864632576704025"
1106,"Hahahahaha, damn, bring some issue at least, he’s busy putting brakes on himself. Go, son, go.",0,0,"0.9979162812232971,0.0020837222691625357"
1107,😍😍😍 IIT kids do this too!!,0,0,"0.9011815786361694,0.09881842136383057"
1108,"Brother, when did you last watch a movie?",0,0,"0.9983304142951965,0.001669564051553607"
1109,"Oh God, what filthy work you do 🙄",0,0,"0.9407964944839478,0.05920354649424553"
1110,"Our PM is just like that. No matter how much you praise him, it’s never enough. We’re proud to have such a PM. Salute to him.",0,0,"0.9997504353523254,0.0002495109220035374"
1111,Victory. India. Mother India’s Victory.,0,0,"0.9967793822288513,0.003220610087737441"
1112,There’s weight in your words.,0,0,"0.9971739053726196,0.0028260545805096626"
1113,"Your traitor, which adult film was that...! Even kids didn’t watch it.",0,0,"0.9766913652420044,0.023308591917157173"
1114,Just like you created Pakistan.,0,1,"0.12023965269327164,0.8797603249549866"
1115,"Oh brother, what happened to black money?? It’s gone into cold storage.",0,0,"0.9907943606376648,0.00920569896697998"
1116,"Before that, August 14 will come, which is Pakistan’s Independence Day, they won’t send it, why do you think ahead?",0,0,"0.9833637475967407,0.01663624495267868"
1117,"Brother, tell us something about the central government too, not just one-sided.",0,0,"0.9993996620178223,0.0006002828595228493"
1118,There’s a mobile charger in the bike :D :D :D :D :D,0,0,"0.9997397065162659,0.000260302796959877"
1119,"Friends, not like a worker! Evaluate both their work like a citizen!",0,0,"0.9965828061103821,0.0034171603620052338"
1120,Would’ve been better to give the milk to animals or poor people.,0,0,"0.9958303570747375,0.004169656429439783"
1121,Keep watching.,0,0,"0.9994290471076965,0.0005709623801521957"
1122,"We already knew before you told us, thanks for the information.",0,0,"0.9988675117492676,0.001132471370510757"
1123,Yes...,0,0,"0.9995684027671814,0.00043159755296073854"
1124,"Sir, you guys debate, interview, but the soldiers who are dying, feed them, save them from dying... Sir, what’s the point of this development of yours, if this is your development, we don’t want it, sir.",0,0,"0.9983505010604858,0.0016494672745466232"
1125,Regret!!!!!@,0,0,"0.8819206357002258,0.11807934194803238"
1126,"Answer a brick with a stone. Our army is the best in the world, Hail India.",0,0,"0.9996334314346313,0.0003665175463538617"
1127,Propaganda keeps going strong in many ways.,0,0,"0.9995180368423462,0.000481932598631829"
1128,I don’t like or share news about Khan.,0,0,"0.8567580580711365,0.14324192702770233"
1129,"Naxals and political parties keep crushing the police force... What’s their fault, they’re just doing their duty!",0,0,"0.8290472030639648,0.17095284163951874"
1130,"The Republican candidate for US President, Donald Trump’s son, said it’s time for a common-sense president who is practical and values a dollar...",0,0,"0.9949454665184021,0.005054595414549112"
1131,"Many had high hopes from the general budget, but how many of those hopes were fulfilled? Watch the discussion on Hum Log...",0,0,"0.9996472597122192,0.0003527120570652187"
1132,"Worries, troubles, sorrows, and pains cannot be removed by fighting circumstances. They will be removed by overcoming the inner weaknesses that truly caused them!!",0,0,"0.9970274567604065,0.002972580958157778"
1133,"We should learn from history. Support the government if it does good work, criticize it if it brings bad policies. Don’t worship heroes.",0,0,"0.9996373653411865,0.0003626012767199427"
1134,"Those who have excessive confidence in themselves only end up with failure and embarrassment. If your problem can’t be solved in India, no country can solve it. Think about the outcomes of all the conflicts in the world. You can examine your behavior; can you find a solution in your life this way? Be wise and learn to take pride in your country. Yes, Pakistan can also help in its own way. Amen.",0,0,"0.869676411151886,0.1303236037492752"
1135,Come now.,0,0,"0.9993890523910522,0.0006109806126914918"
1136,Reading comments is more fun than the bike itself 😂,0,0,"0.9995085000991821,0.0004915079334750772"
1137,"Alright, brother, be satisfied with this.",0,0,"0.9990532994270325,0.0009467558702453971"
1138,Inshallah.,0,0,"0.9992309808731079,0.0007690719794481993"
1139,"We’re proud of you, but sir, no one will believe that none of your leaders have black money, why isn’t any case coming up, or no leader from any party is being caught, everyone knows most black money is with them, even a kid in this country knows, please do something.",0,0,"0.9564918875694275,0.04350811243057251"
1140,Our India is the best in the world.,0,0,"0.9997490048408508,0.0002509347104933113"
1141,"What’s the need, mother, there are other sorrows in the world...",0,0,"0.9992362260818481,0.0007638402748852968"
1142,"Don’t know about dogs, heard about snakes.",0,0,"0.9985899329185486,0.001410097349435091"
1143,Far-off drums sound sweet.,0,0,"0.9977015852928162,0.0022984081879258156"
1144,"Keep an eye on companies too, respected Modi ji, they’re causing a lot of trouble, harassing workers, please help them, please.",0,0,"0.9930758476257324,0.006924123968929052"
1145,"Big brother, because of you, we’re able to use mobiles.",0,0,"0.9977397918701172,0.0022602430544793606"
1146,"You can’t say that, the day the women of this country change, what’s the law, the whole country will change.",0,0,"0.9581493139266968,0.041850700974464417"
1147,Offspring.,0,0,"0.9983083009719849,0.0016916838940232992"
1148,"This is my Delhi, darling.",0,0,"0.9994020462036133,0.0005980067071504891"
1149,"If there’s pain, take a painkiller.",0,0,"0.9961115717887878,0.0038883937522768974"
1150,"If you treat every message and government step as routine and don’t pay attention, it’ll be tough, connect with your government. Not just during elections, but always.",0,0,"0.9997816681861877,0.00021839984401594847"
1151,South Africa won by 108 runs.,0,0,"0.999284565448761,0.0007154925842769444"
1152,Right.,0,0,"0.9994720816612244,0.0005279320757836103"
1153,👌 Number 1.,0,0,"0.9968612194061279,0.003138803644105792"
1154,"The public widely supports demonetization, not just BJP, even the public isn’t complaining.",0,0,"0.9508392214775085,0.049160756170749664"
1155,"There’s something in the soil of my country, Ghalib, even terrorists cross borders to be buried here!",0,0,"0.9409826397895813,0.059017330408096313"
1156,I also want to watch this channel on my mobile phone... any link?,0,0,"0.999496340751648,0.0005036650691181421"
1157,"Forget exit polls, 24 hours left, the truth will be out.",0,0,"0.9985929131507874,0.0014070348115637898"
1158,A long-term program is running... Army should work more carefully.,0,0,"0.9996477365493774,0.000352204660885036"
1159,Breaking News: Delhi Assembly passed the much-awaited Jan Lokpal Bill.,0,0,"0.9997109770774841,0.0002889803145080805"
1160,"Yeah, saw this :)",0,0,"0.9982364177703857,0.0017636226257309318"
1161,"If that’s the case, stay firm on your words. It’ll earn a lot of respect.",0,0,"0.9982001781463623,0.0017998188268393278"
1162,Niceeeee bro.,0,0,"0.9992091059684753,0.0007909276173450053"
1163,Well said.,0,0,"0.9995438456535339,0.0004561075766105205"
1164,"I don’t have any friend here, don’t be mistaken... I’m alone... If you look at it, you’re the one who’s lost... Anyway, this matter is between us... Let whoever does whatever.",0,0,"0.9984006285667419,0.0015994301065802574"
1165,"Omg, how fat I am, where’s this fat guy going?",0,0,"0.9994961023330688,0.0005038455710746348"
1166,Such checking should happen across the country.,0,0,"0.9976344108581543,0.0023656163830310106"
1167,"Complaint wasn’t with 'death'... it was with 'loved ones'...!!! The moment I closed my eyes, they started digging my grave...!!!",0,0,"0.9069106578826904,0.09308936446905136"
1168,"You gave excellent information, Ravish sir.",0,0,"0.9989223480224609,0.0010776935378089547"
1169,"None of these people’s family members are sleeping hungry, that’s why they’re writing right PM.",0,0,"0.9884456396102905,0.011554358527064323"
1170,"In the Taittiriya Brahmana, it’s mentioned not only the sacrifice of bulls and cows but also which deity should be offered what kind of bull or cow. For Vishnu, a dwarf bull; for Indra, the slayer of Vritrasura, a bull with hanging horns and a shining forehead; for Pushan, a black cow; for Rudra, a red cow, etc. Another sacrifice mentioned in the Taittiriya Brahmana is the Panchasradiya-Seva, with the most important element being the sacrifice of 17 dwarf bulls without humps, aged five years, and as many three-year-old dwarf heifers as desired.",0,0,"0.9994038343429565,0.0005961231072433293"
1171,You’re the only one who works quietly.,0,0,"0.8960245847702026,0.10397543758153915"
1172,"Seeing saffron clothes, Hindus themselves mock the most, saying, have you given up on life? In Sanatan culture, saffron clothes were the attire of 'kings.' Start valuing saffron clothes --- because Islam’s pot of sins is full, and ahead, only a 'saffronized' India is coming. Jai Shri Ram.",0,1,"0.3437090218067169,0.6562909483909607"
1173,The Election Commission has put a hold on increasing gas prices from April 1.,0,0,"0.9996868371963501,0.00031323012080974877"
1174,"The past era doesn’t return, Hafiz, may God be with you.",0,0,"0.9715135097503662,0.02848646603524685"
1175,"Sir, take some steps to reduce inflation too. Control stock purchases. Shut down the MCX betting market on commodities like food products.",0,0,"0.999648928642273,0.0003511110844556242"
1176,That’s a good thing.,0,0,"0.9961093068122864,0.0038906733971089125"
1177,Why?,0,0,"0.9992672801017761,0.0007327739149332047"
1178,"Viruses are generally considered the cause of diseases, but can viruses also prevent deadly diseases? A study says measles virus can be used for cancer treatment. Read this news to know what scientists say...",0,0,"0.9996576309204102,0.0003423750458750874"
1179,"(MAKE IN INDIA) Come, join Digital India... earn lakhs sitting at home... and give others a chance to earn too... no investment needed... come, help us uproot unemployment from India... Here’s how you can earn money from your Android mobile: 1. Go to the Play Store on your phone. 2. Type Champcash and install the app. 3. Open the app, click on sign up with Champcash, and fill in your details. 4. When asked for Referral ID of sponsor, enter 509534. Submit. 5. Accept the challenge. 6. An audio will play... listen carefully and install 7-9 apps... you can uninstall them after completing the challenge, keep only Champcash. If you face any problem, send a message to this WhatsApp No. 09777041090. Hail India, thank you. Provide your WhatsApp number in details... you’ll keep getting updates.",0,0,"0.9316691160202026,0.06833083927631378"
1180,Come to Bengal sometime! 😂,0,0,"0.9792694449424744,0.020730555057525635"
1181,What is this BC News channel?,0,0,"0.9997286200523376,0.00027135867276228964"
1182,"Today, this brother-in-law must be cursing his brother-in-law a lot. The brother-in-law brought the heat of farmers' land and the jumlas of the suit-boot government to me today.",0,0,"0.9994957447052002,0.0005042816046625376"
1183,Who is it?,0,0,"0.9979605674743652,0.0020394197199493647"
1184,"Brother, if you put this much effort into fixing your mindset, Modi ji is the PM of the country. And you are a citizen of this country.",0,0,"0.9995468258857727,0.0004531887243501842"
1185,This is true effort.,0,0,"0.9994101524353027,0.0005898209637962282"
1186,"Brother, don’t vote.",0,0,"0.9834732413291931,0.016526687890291214"
1187,It’s been a long time since I saw it.,0,0,"0.998759388923645,0.0012406755704432726"
1188,"Everyone keeps calling each other bad. Some call one person bad, others call another person bad. But no one looks into their own heart, which is the worst. The human heart is filled with so many flaws, yet they don’t pay attention to them, can’t see their own faults, and keep searching for flaws in others.",0,0,"0.9860294461250305,0.01397056132555008"
1189,"Which God’s book says to use mobile phones... cars, planes, movies, cricket, where are these in any book... Some people talk like kids...",0,0,"0.9970585107803345,0.0029415313620120287"
1190,Had a blast!!!,0,0,"0.9996532201766968,0.0003468267968855798"
1191,"Someone sing an Indian song, what’s going on here?",0,0,"0.9986099004745483,0.001390108373016119"
1192,"Man, you’ve written so well, friend.",0,0,"0.9996857643127441,0.00031429113005287945"
1193,"So, if I fill 1000 rupees worth of petrol in my bike starting today, I’ll get a discount of rupees, isn’t that a bit too much, what will I do with so much money?",0,0,"0.9996479749679565,0.00035206839675083756"
1194,MashAllah.,0,0,"0.994094967842102,0.005904977209866047"
1195,"The court should now require all parties to submit an affidavit before hearing any case, stating whether they will comply with the court’s order or not, and set a time limit for the hearing.",0,0,"0.9982913136482239,0.0017086837906390429"
1196,The dangerous story behind empty chairs in the studio... #newschannels #spokesperson,0,0,"0.959039568901062,0.04096044972538948"
1197,"The poor are dying, sir... Bold decisions. 😂😂",0,0,"0.9979865550994873,0.0020133922807872295"
1198,The country is huge. Willpower is even bigger. May God fulfill your wishes.,0,0,"0.9995360374450684,0.0004640146216843277"
1199,You said it absolutely right.,0,0,"0.979312539100647,0.020687444135546684"
1200,"This is your style, brother, complete the line.",0,0,"0.9973210692405701,0.002678905613720417"
1201,Hail India.,0,0,"0.9714895486831665,0.028510447591543198"
1202,Salute to the brave son of Mother India. Hail India.,0,0,"0.9996427297592163,0.0003572273126337677"
1203,"Terrorists in Iraq released 48 foreign nationals, no information about abducted Indians.",0,0,"0.9901931285858154,0.009806932881474495"
1204,"Well, does loving someone mean they have to profess and practice that religion?",0,0,"0.9966331124305725,0.0033668845426291227"
1205,Why even need to withdraw money?,0,0,"0.9986431002616882,0.0013568461872637272"
1206,"Those who are demanding answers from PM ji here, a certain group of people, if you want to fight for justice, start from your own home... There’s a lot of intolerance there too... End that first.",0,0,"0.9987326264381409,0.0012673517921939492"
1207,When will these AAP people improve... they’re winning 15 seats... and still blaming EVMs... they should salute the Delhi public...,0,0,"0.9976580142974854,0.0023419286590069532"
1208,"FIFA World Cup: Goalkeeper Ochoa shines, Mexico holds Brazil to a goalless draw...",0,0,"0.9994493126869202,0.0005506625166162848"
1209,Think about the martyred soldiers sometimes too...! Hail India..!,0,0,"0.9685884118080139,0.03141159191727638"
1210,"Cow, goat, buffalo are things to buy online.",0,0,"0.9996155500411987,0.0003844505990855396"
1211,Good point!,0,0,"0.9995792508125305,0.0004208032041788101"
1212,I had already advised Kumar Vishwas ji to escape from the clutches of AAP so that his literary reputation doesn’t get tarnished.,0,0,"0.9997883439064026,0.00021168462990317494"
1213,"England’s team went to Bangladesh before touring India. Before the Bangladesh tour, several of their players refused to go due to fear of terrorist attacks, including ODI captain Eoin Morgan and… #HaseebHameed #INDvsENG #RajkotTest",0,0,"0.9348047971725464,0.0651952400803566"
1214,Pawan Khera sounds fine when talking about scams. But patriotism from his mouth feels meaningless.,0,0,"0.9969369173049927,0.0030631343834102154"
1215,Hail India.,0,0,"0.9714895486831665,0.028510447591543198"
1216,Bollywood is now going to follow Hollywood’s trend... now more such movies will be made because there’s a demand for them.,0,0,"0.998309850692749,0.0016901812050491571"
1217,"Come on, crazy, no IAS listens to Kejriwal... Poor guy.",0,0,"0.9997180104255676,0.0002819294750224799"
1218,The stinking reality of cleanliness: The state of public toilets...,0,0,"0.999122679233551,0.000877338694408536"
1219,"True, but you’ve got to talk nonsense anyway.",0,0,"0.9778528213500977,0.022147145122289658"
1220,"Abstinence is the greatest medicine... Doesn’t the government want to protect the looted from being looted further... Neither plastic money is new, nor is the discussion on cyber security new... We still iron clothes at night to be ready in the morning.",0,0,"0.9989776611328125,0.0010223122080788016"
1221,"The main reason for black money is high taxes, which leads to corruption, bribery, adulteration, misuse of law (both the bribe-giver and taker are guilty, so who will complain?). Hopefully, GST will bring some benefits, but GST tax is set at 18 to 22%? This will lead to more tax evasion? GST tax should be a maximum of 9%. 2) All bank loans should not exceed 9% = Banks’ cost of funds is 6% interest to people. Add 2% management fee and give loans. Industrialists should get 8% (for hundreds of crores), 8.5% (50 to 100 crores), 9% (10 to 50 crores), 9.5% (1 to 10 crores), 10% for small and medium loans. Lower interest rates will reduce the cost of goods/products. Cheaper goods will reduce inflation and tax evasion. No item is a luxury item? A bank government clerk’s salary is 18,000 a month, so how is an AC, fridge, bike starting at 18 to 22 thousand a luxury? Higher production will lower costs and improve facilities. India can increase exports by producing more. No need to give subsidies by collecting high taxes? Indian economists’ thinking is outdated? In today’s scientific era, new thinking and technology create demand = Demand and supply don’t work anymore? We (government and people) need to change our thinking.",0,0,"0.9871655702590942,0.012834407389163971"
1222,Mumbai: CEO and 5 doctors arrested in kidney racket to be presented in court today. #kidneyracket,0,0,"0.9788753986358643,0.021124524995684624"
